Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Ballynahinch Castle Hotel,http://www.ballynahinch-castle.com/,+353(0)9531006,-9.862384516,53.46010161,Galway,Connemara,Republic of Ireland,Hotel,1,174
Actons Hotel,http://www.actonshotelkinsale.com,+353(0)214779900,-8.520966977,51.70328425,Cork,Kinsale,Republic of Ireland,Hotel,1,141
Newport House Hotel,http://www.newporthouse.ie,+353(0)9841222,-9.547930367000001,53.88498741,Mayo,Newport,Republic of Ireland,Hotel,1,149
Sheedy's Country House Hotel,http://www.sheedys.com,+353(0)657074026,-9.289635469,53.02774627,Clare,Lisdoonvarna,Republic of Ireland,Hotel,4,122
Arnold's Hotel,http://www.arnoldshotel.com,+353(0)749136208,-7.969796572000001,55.18343359,Donegal,Dunfanaghy,Republic of Ireland,Hotel,4,296
Ballymascanlon Hotel,http://www.ballymascanlon.com,+353(0)429358200,-6.352246822000001,54.03161566,Louth,Dundalk,Republic of Ireland,Hotel,3,230
Haven Hotel,http://www.thehavenhotel.com,+353(0)51383150,-6.99587398,52.15247976,Waterford,Dunmore East,Republic of Ireland,Hotel,1,201
Seaview House Hotel,http://www.seaviewhousehotel.com,+353(0)2750073,-9.43646672,51.72220008,Cork,Bantry,Republic of Ireland,Hotel,4,107
Lansdowne Hotel,http://www.lansdownehotel.ie,+353(0)16682522,-6.241276335,53.33227139,Dublin,Dublin 4,Republic of Ireland,Hotel,1,65
Commodore Hotel,http://www.commodorehotel.ie,+353(0)214811277,-8.296331691,51.84974956,Cork,Cobh,Republic of Ireland,Hotel,1,40
Island View Hotel,http://www.islandviewhotel.ie,+353(0)18450099,-6.141379142999999,53.449606599999996,Dublin,Malahide,Republic of Ireland,Hotel,5,107
Rathbaun Hotel,http://www.rathbaunhotel.com,+353(0)657074009,-9.28972042,53.02889463,Clare,Lisdoonvarna,Republic of Ireland,Hotel,3,163
Strand Hotel,http://www.ballyliffinstrandhotel.com/,+353(0)749376107,-7.393043842999999,55.28082672,Donegal,Ballyliffin,Republic of Ireland,Hotel,5,253
Fitzpatrick Castle Dublin Hotel,http://www.fitzpatrickcastle.com,+353(0)12305400,-6.112967216,53.26960586,Dublin,Killiney,Republic of Ireland,Hotel,4,321
Cahernane House Hotel,https://www.cahernane.com/,+353(0)646631895,-9.509976004,52.04322282,Kerry,Killarney,Republic of Ireland,Hotel,5,81
Falls Hotel,http://www.fallshotel.ie,+353(0)657071004,-9.298247287,52.94075494,Clare,Ennistymon,Republic of Ireland,Hotel,1,155
The Gleneagle Hotel,http://www.gleneaglehotel.com,+353(0)646636000,-9.502100737000001,52.04438193,Kerry,Killarney,Republic of Ireland,Hotel,1,378
Greville Arms Hotel,http://www.grevillearmshotel.ie/,+353(0)449348563,-7.340922282999999,53.52577807,Westmeath,Mullingar,Republic of Ireland,Hotel,4,235
TF Royal Hotel and Theatre,http://www.tfhotel.ie,+353(0)949023111,-9.303819881,53.85329939,Mayo,Castlebar,Republic of Ireland,Hotel,3,139
Ballygarry House Hotel and Spa,http://www.ballygarryhouse.com,+353(0)667123322,-9.660159399,52.26106373,Kerry,Tralee,Republic of Ireland,Hotel,1,274
Sandhouse Hotel,http://www.sandhouse.ie,+353(0)719851777,-8.210116601000001,54.55386383,Donegal,Rossnowlagh,Republic of Ireland,Hotel,3,197
Highlands Hotel,http://www.highlandshotel.ie,+353(0)749551111,-8.281654,54.795879000000006,Donegal,Glenties,Republic of Ireland,Hotel,4,43
Seven Oaks Hotel,http://www.sevenoakshotel.com,+353(0)599131308,-6.929373045,52.84103206,Carlow,Carlow Town,Republic of Ireland,Hotel,3,213
White Sands Hotel,http://www.whitesands.ie,+353(0)667133102,-9.833434201000001,52.38903885,Kerry,Ballyheigue Village,Republic of Ireland,Hotel,5,121
The Europe Hotel & Resort,http://www.theeurope.com,+353(0)646671300,-9.571823765,52.07023456,Kerry,Killarney,Republic of Ireland,Hotel,3,335
Ardilaun Hotel and Leisure Club,http://www.theardilaunhotel.ie,+353(0)91521433,-9.080810662000001,53.26753044,Galway,Galway,Republic of Ireland,Hotel,2,98
County Arms Hotel,http://www.countyarmshotel.com,+353(0)579120791,-7.906018699,53.09025874,Offaly,Birr,Republic of Ireland,Hotel,3,63
Nuremore Hotel,http://www.nuremore.com,+353(0)429661438,-6.694879948,53.96300993,Monaghan,Carrickmacross,Republic of Ireland,Hotel,5,338
Tower Hotel and Leisure Centre,http://www.towerhotelwaterford.com,+353(0)51862300,-7.104975,52.260068,Waterford,Waterford City,Republic of Ireland,Hotel,1,301
Blue Haven Hotel,http://www.bluehavenkinsale.com,+353(0)214772209,-8.522925,51.706425,Cork,Kinsale,Republic of Ireland,Hotel,5,317
"Arklow Bay Conference, Leisure and Spa Hotel",http://www.arklowbay.com,+353(0)40226200,-6.14333677,52.80289582,Wicklow,Arklow,Republic of Ireland,Hotel,2,220
Listowel Arms Hotel,http://www.listowelarms.com,+353(0)6821500,-9.486950555,52.44519943,Kerry,Listowel,Republic of Ireland,Hotel,3,288
Clew Bay Hotel,http://www.clewbayhotel.com,+353(0)9828088,-9.523345047000001,53.80062881,Mayo,Westport,Republic of Ireland,Hotel,5,381
Dromoland Castle Hotel,https://www.dromoland.ie/,+353(0)61368144,-8.905659507000001,52.78347359,Clare,Newmarket on Fergus,Republic of Ireland,Hotel,1,334
Ballsbridge Hotel,http://www.ballsbridgehotel.com/,+353(0)16379300,-6.235673076,53.3321228,Dublin,Ballsbridge,Republic of Ireland,Hotel,4,325
Breaffy House Hotel,http://www.breaffyhouseresort.com,+353(0)949022033,-9.238972,53.843596999999995,Mayo,Castlebar F23 R253,Republic of Ireland,Hotel,5,64
Rathmullan House Hotel,http://www.rathmullanhouse.com,+353(0)749158188,-7.529297591000001,55.10076013,Donegal,Rathmullan,Republic of Ireland,Hotel,5,169
Minella Hotel and Leisure Centre,https://www.hotelminella.com/,+353(0)526122388,-7.6846158529999995,52.35313479,Tipperary,Clonmel,Republic of Ireland,Hotel,2,84
Boyne Valley Hotel and Country Club,https://www.boynevalleyhotel.ie,+353(0)419837737,-6.322997761,53.70576064,Louth,Drogheda,Republic of Ireland,Hotel,3,167
The Hotel Rosslare,http://www.hotelrosslare.ie,+353(0)539133110,-6.336553921,52.24991367,Wexford,Wexford,Republic of Ireland,Hotel,4,381
Salthill Hotel,http://www.salthillhotel.com,+353(0)91522711,-9.087343212,53.25865685,Galway,Salthill,Republic of Ireland,Hotel,3,187
"Abbey Hotel, Conference and Leisure",http://www.abbeyhotel.ie,+353(0)906626240,-8.19374695,53.62450739,Roscommon,Roscommon,Republic of Ireland,Hotel,5,257
The Anner Hotel,http://www.annerhotel.ie,+353(0)50421799,-7.796215534,52.67877702,Tipperary,Thurles,Republic of Ireland,Hotel,5,49
Ivy Tower Hotel,https://www.ivytowerhotel.ie/,+353(0)949022288,-9.297825524,53.85973223,Mayo,Castlebar,Republic of Ireland,Hotel,3,46
Rochestown Lodge Hotel and Leisure Club,http://www.rochestownlodge.com/,+353(0)12853555,-6.141672548,53.26956797,Dublin,Dun Laoghaire,Republic of Ireland,Hotel,1,142
Rosapenna Hotel and Golf Resort,http://www.rosapenna.ie,+353(0)749155301,-7.827363929,55.188629500000005,Donegal,Rosapenna,Republic of Ireland,Hotel,4,388
Innishannon House Hotel,http://www.innishannonhotel.ie,+353(0)214775121,-8.648075548,51.75968822,Cork,Innishannon,Republic of Ireland,Hotel,4,187
Dromhall Hotel,http://www.dromhall.com,+353(0)646639300,-9.506138773,52.05326252,Kerry,Killarney,Republic of Ireland,Hotel,5,325
Anno Santo Hotel,,+353(0)91523011,-9.088565312,53.26331118,Galway,Salthill,Republic of Ireland,Hotel,2,309
The Dunloe Hotel & Gardens,http://www.thedunloe.com,+353(0)646644111,-9.628298765,52.061283,Kerry,Killarney,Republic of Ireland,Hotel,3,287
Trident Hotel,http://www.tridenthotel.com,+353(0)214779300,-8.51819673,51.7007217,Cork,Kinsale,Republic of Ireland,Hotel,5,42
Newpark Hotel,https://www.newparkhotelkilkenny.com,+353(0)567760500,-7.250554242000001,52.66435309,Kilkenny,Kilkenny,Republic of Ireland,Hotel,5,389
Brandon Hotel Conference & Leisure Centre,http://www.brandonhotel.ie,+353(0)667123333,-9.709938958,52.26705648,Kerry,Tralee,Republic of Ireland,Hotel,5,127
Ballyrafter House Hotel,http://www.ballyrafterhouse.com,+353(0)5854002,-7.929180435,52.14600656,Waterford,Lismore,Republic of Ireland,Hotel,4,122
Killarney Plaza Hotel and Spa,http://www.killarneyplaza.com,+353(0)646621100,-9.508822709,52.05767219,Kerry,Killarney,Republic of Ireland,Hotel,1,305
Green Isle Conference & Leisure Hotel,http://www.greenislehotel.com,+353(0)14123700,-6.4036317789999995,53.30950271,Dublin,Clondalkin,Republic of Ireland,Hotel,5,398
Abbeyglen Castle Hotel,http://www.abbeyglen.ie,+353(0)9521201,-10.03141418,53.48837844,Galway,Clifden,Republic of Ireland,Hotel,5,87
Cashel House Hotel,http://www.cashelhouse.ie,+353(0)9531001,-9.807922201,53.41964552,Galway,Connemara,Republic of Ireland,Hotel,1,299
Hotel Killarney,http://www.hotelkillarney.ie,+353(0)646626200,-9.48467659,52.06028515,Kerry,Killarney,Republic of Ireland,Hotel,5,313
The Killarney Royal Hotel,http://www.killarneyroyal.ie,+353(0)646631853,-9.505463254,52.05995469,Kerry,Killarney,Republic of Ireland,Hotel,2,129
Hotel Kilkenny,http://www.hotelkilkenny.ie,+353(0)567762000,-7.261078505,52.643097499999996,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,4,159
Gregans Castle Hotel,http://www.gregans.ie,+353(0)657077005,-9.184255967999999,53.07678191,Clare,Ballyvaughan,Republic of Ireland,Hotel,4,309
Treacy's West County Conference & Leisure Hotel,http://www.treacyswestcounty.com/,+353(0)656869600,-8.980353223,52.83132703,Clare,Ennis,Republic of Ireland,Hotel,3,98
Clayton Hotel Silver Springs,http://www.claytonhotelsilversprings.com,+353(0)214507533,-8.42411438,51.90400116,Cork,Cork,Republic of Ireland,Hotel,5,150
"Mount Errigal Hotel, Conference and Leisure Centre",http://www.mounterrigal.com,+353(0)749122700,-7.713928566,54.95048801,Donegal,Letterkenny,Republic of Ireland,Hotel,3,74
Devon Inn Hotel,http://www.devoninnhotel.ie,+353(0)6984122,-9.179745688999999,52.39483047,Limerick,Templeglantine,Republic of Ireland,Hotel,2,381
Brandon House Hotel and Solas Croi Spa,http://www.brandonhousehotel.ie,+353(0)51421703,-6.944126313,52.38691795,Wexford,New Ross,Republic of Ireland,Hotel,5,230
Radisson Blu Hotel and Spa,http://www.radissonblu.ie/hotel-sligo,+353(0)719140008,-8.499745192999999,54.29895561,Sligo,Sligo,Republic of Ireland,Hotel,2,169
Dingle Skellig Hotel,http://www.dingleskellig.com,+353(0)669150200,-10.26935826,52.13407444,Kerry,Dingle,Republic of Ireland,Hotel,5,240
Castle Arms Hotel,http://www.castlearmshotel.ie,+353(0)578736117,-7.396035831,52.84537189,Laois,Durrow,Republic of Ireland,Hotel,1,337
Fernhill House Hotel & Gardens,http://www.fernhillhousehotel.com,+353(0)238833258,-8.907164133,51.62646882,Cork,Clonakilty,Republic of Ireland,Hotel,2,370
The Ring of Kerry Hotel,http://www.ringofkerryhotel.ie,+353(0)669472543,-10.23713994,51.94029154,Kerry,Cahersiveen,Republic of Ireland,Hotel,2,131
Dublin Skylon Hotel,http://www.dublinskylonhotel.com,+353(0)18843900,-6.253085283,53.37264299,Dublin,Dublin 9,Republic of Ireland,Hotel,3,256
Westport Woods Hotel & Spa,http://www.westportwoodshotel.com,+353(0)9825811,-9.541188013,53.79924001,Mayo,Westport,Republic of Ireland,Hotel,1,341
Ferrycarrig Hotel,http://www.ferrycarrighotel.com,+353(0)539120999,-6.505782339,52.35372868,Wexford,Ferrycarrig,Republic of Ireland,Hotel,5,350
Carraroe Hotel,http://carraroehotel.com,+353(0)91869577,-9.606860662999999,53.26393053,Galway,Carraroe,Republic of Ireland,Hotel,5,47
Doonmore Hotel,http://www.doonmorehotel.com,+353(0)9545814,-10.2279978,53.61410029,Galway,Inishbofin,Republic of Ireland,Hotel,2,134
Roundstone House Hotel,http://www.roundstonehousehotel.com,+353(0)9535864,-9.919040297999999,53.395151,Galway,Roundstone,Republic of Ireland,Hotel,5,113
Flannery's Hotel Galway,http://www.flanneryshotelgalway.com,+353(0)91755111,-9.014732645,53.27827282,Galway,Galway,Republic of Ireland,Hotel,1,341
The Connacht Hotel,http://www.theconnacht.ie,+353(0)91381200,-9.021748927,53.27980102,Galway,Galway City H91 K5DD,Republic of Ireland,Hotel,4,398
Aghadoe Heights Hotel & Spa,http://www.aghadoeheights.com,+353(0)646631766,-9.556280126,52.07731262,Kerry,Killarney,Republic of Ireland,Hotel,1,242
Westlodge Hotel & Estate,http://www.westlodgehotel.ie,+353(0)2750360,-9.474826709,51.67253737,Cork,Bantry,Republic of Ireland,Hotel,5,385
Ross Lake House Hotel,http://www.rosslakehotel.com,+353(0)91550109,-9.276749745,53.39376886,Galway,Oughterard,Republic of Ireland,Hotel,5,248
Kenmare Bay Hotel & Resort,http://www.kenmarebayhotel.com,+353(0)646641300,-9.591345724,51.88302456,Kerry,Kenmare,Republic of Ireland,Hotel,5,122
Four Seasons Hotel,http://www.4seasonshotel.ie,+353(0)4781888,-6.960715167999999,54.25869482,Monaghan,Monaghan,Republic of Ireland,Hotel,1,100
Sligo Park Hotel and Leisure Club,http://www.sligoparkhotel.com,+353(0)719190400,-8.471001153,54.25433469,Sligo,Sligo,Republic of Ireland,Hotel,1,195
Earl of Desmond Hotel,http://www.earlofdesmond.com,+353(0)667121299,-9.635741105,52.255498200000005,Kerry,Tralee,Republic of Ireland,Hotel,4,239
Tara Towers Hotel,http://www.taratowers.com,+353(0)12694666,-6.202211435,53.31231034,Dublin,Booterstown,Republic of Ireland,Hotel,3,78
Greenhills Hotel,http://www.greenhillsgroup.com,+353(0)61453033,-8.671157495,52.67371159,Limerick,Limerick City,Republic of Ireland,Hotel,4,218
Rosleague Manor Hotel,http://www.rosleague.com,+353(0)9541101,-9.973038065,53.54695794,Galway,Connemara,Republic of Ireland,Hotel,1,99
Lawlors Hotel,http://www.lawlorshotel.com,+353(0)5841122,-7.621004195,52.09066405,Waterford,Dungarvan,Republic of Ireland,Hotel,4,284
"Hotel Westport, Leisure Spa and Conference",http://www.hotelwestport.ie,+353(0)9825122,-9.528141951,53.80104252,Mayo,Westport,Republic of Ireland,Hotel,3,210
Woodfield House Hotel,http://www.woodfield.ie/,+353(0)61453022,-8.650571475,52.66780673,Limerick,Limerick,Republic of Ireland,Hotel,4,278
Hillgrove Hotel Leisure and Spa,http://www.hillgrovehotel.com,+353(0)4781288,-6.954996,54.2465,Monaghan,Monaghan,Republic of Ireland,Hotel,5,349
Rathkeale House Hotel,http://www.rathkealehousehotel.ie,+353(0)6963333,-8.940996614,52.52229499999999,Limerick,Rathkeale,Republic of Ireland,Hotel,2,376
The Keadeen Hotel,http://www.keadeenhotel.ie,+353(0)45431666,-6.814482568,53.17025014,Kildare,Newbridge,Republic of Ireland,Hotel,2,259
Shannon Lodge Hotel,https://shannonlodgehotel.com/,+353(0)579152710,-7.985239767,53.18824797,Offaly,Banagher,Republic of Ireland,Hotel,2,312
"Castlecourt Hotel Spa, Leisure and Conference",http://www.castlecourthotel.ie,+353(0)9855088,-9.518986897000001,53.801162399999996,Mayo,Westport,Republic of Ireland,Hotel,4,285
Kelly's Hotel,http://www.kellysdublin.com,+353(0)16480010,-6.264670712999999,53.341989899999994,Dublin,Dublin 2,Republic of Ireland,Hotel,3,272
Cabra Castle Hotel,http://www.cabracastle.com,+353(0)429667030,-6.774372701,53.91379383,Cavan,Kingscourt,Republic of Ireland,Hotel,1,108
Hotel Imperial,http://www.thehotelimperial.ie,+353(0)429332241,-6.401705901000001,54.00301504,Louth,Dundalk,Republic of Ireland,Hotel,4,53
Maldron Hotel Dublin Airport,http://www.maldronhoteldublinairport.com,+353(0)18080500,-6.233530622000001,53.42774299,Dublin,Dublin Airport,Republic of Ireland,Hotel,1,288
Bram Stoker Hotel,http://www.thebramstoker.com/,+353(0)18332680,-6.19225819,53.35841495,Dublin,Dublin City,Republic of Ireland,Hotel,4,277
Clayton Hotel Burlington Road,http://www.claytonhotelburlingtonroad.com,+353(0)16185600,-6.249098663,53.33018376,Dublin,Dublin 4,Republic of Ireland,Hotel,4,145
Lake House Hotel,http://www.lakehousehotel.ie/,+353(0)749545123,-8.428517283,54.83736912,Donegal,Portnoo,Republic of Ireland,Hotel,2,337
Villa Maria Hotel,https://thevillawaterville.com/,+353(0)669474248,-10.17162855,51.82473149,Kerry,Waterville,Republic of Ireland,Hotel,3,176
Headfort Arms Hotel,http://www.headfortarms.ie,+353(0)469240063,-6.874115118,53.72680348,Meath,Kells,Republic of Ireland,Hotel,2,304
Ballyroe Heights Hotel,http://www.ballyroe.com,+353(0)667126796,-9.753109515,52.29586972,Kerry,Tralee,Republic of Ireland,Hotel,3,159
Rockbarton Park Hotel,http://www.therockbartonparkhotel.com,+353(0)91522286,-9.087898,53.260197,Galway,Salthill,Republic of Ireland,Hotel,4,50
Zetland Country House Hotel,http://www.zetland.com,+353(0)9531111,-9.795331846,53.41566871,Galway,Cashel Bay,Republic of Ireland,Hotel,2,61
Radisson Blu Hotel & Spa Limerick,http://www.radissonblu.ie/hotel-limerick,+353(0)61456200,-8.710220653,52.68407723,Limerick,Limerick City,Republic of Ireland,Hotel,1,44
Auburn Lodge Hotel and Leisure Centre,http://www.auburnlodge.com,+353(0)656821247,-8.980899,52.865242,Clare,Ennis,Republic of Ireland,Hotel,2,174
Hylands Burren Hotel,http://www.hylandsburren.com,+353(0)657077037,-9.149197933,53.11533993,Clare,Ballyvaughan,Republic of Ireland,Hotel,1,158
The Woodford Dolmen Hotel,http://www.woodforddolmenhotel.ie,+353(0)599142002,-6.951564161,52.81395454,Carlow,Carlow,Republic of Ireland,Hotel,4,285
Fitzgeralds Hotel,http://www.fitzgeraldshotel.com,+353(0)719841336,-8.284494546,54.47662929,Donegal,Bundoran,Republic of Ireland,Hotel,2,241
Kylemore Pass Hotel,http://www.kylemorehotel.ie,+353(0)9541141,-9.834263906,53.56437973,Galway,Galway,Republic of Ireland,Hotel,4,203
Aherlow House Hotel,http://www.aherlowhouse.ie,+353(0)6256153,-8.191912138,52.42442628,Tipperary,Aherlow,Republic of Ireland,Hotel,4,55
Kilbrackan Arms Hotel,http://www.kilbrackanarms.com,+353(0)494339737,-7.644395727999999,53.97693042,Leitrim,Carrigallen,Republic of Ireland,Hotel,5,170
Springfield Hotel,http://www.springfieldhotel.ie,+353(0)14581100,-6.479902196,53.36027218,Kildare,Leixlip,Republic of Ireland,Hotel,4,347
White Lady Hotel,http://www.whiteladyhotelkinsale.ie,+353(0)214772737,-8.519749897999999,51.70143657,Cork,Kinsale,Republic of Ireland,Hotel,4,241
Central Hotel,http://www.centralhoteldublin.com/,+353(0)16797302,-6.263976055,53.34311542,Dublin,Dublin City,Republic of Ireland,Hotel,3,280
Hydro Hotel,http://www.hydrohotel.ie,+353(0)657074005,-9.290422042000001,53.02665712,Clare,Lisdoonvarna,Republic of Ireland,Hotel,5,126
Ardboyne Hotel,http://www.ardboynehotel.com,+353(0)469023119,-6.671562718,53.64050902,Meath,Navan,Republic of Ireland,Hotel,1,59
Springhill Court Hotel,http://www.springhillcourt.com,+353(0)567721122,-7.251308636,52.63197298,Kilkenny,Kilkenny,Republic of Ireland,Hotel,1,354
Riverbank House Hotel,http://www.riverbankhousehotel.com,+353(0)539123611,-6.455005044,52.34468854,Wexford,Wexford Town,Republic of Ireland,Hotel,2,135
West County Hotel,http://www.westcountyhotel.ie,+353(0)16264011,-6.355900796,53.35135329999999,Dublin,Chapelizod,Republic of Ireland,Hotel,5,76
Mountshannon Hotel,http://www.mountshannon-hotel.ie,+353(0)61927162,-8.428158697,52.93183914,Clare,Mountshannon,Republic of Ireland,Hotel,4,219
O'Loughlins Hotel,https://www.oloughlinshotel.com/,+353(0)578621305,-7.2983009999999995,53.034216,Laois,Portlaoise,Republic of Ireland,Hotel,3,364
"Redcastle Oceanfront, Golf and Spa Hotel",http://www.redcastlehotel.com,+353(0)749385555,-7.122709856,55.15855119,Donegal,Inishowen,Republic of Ireland,Hotel,2,97
Midleton Park Hotel and Spa,http://www.midletonpark.com,+353(0)214635100,-8.178949853999999,51.91480407,Cork,Midleton,Republic of Ireland,Hotel,3,338
Castle Arch Hotel,http://www.castlearchhotel.com,+353(0)469431516,-6.79492384,53.55097763,Meath,Trim,Republic of Ireland,Hotel,4,303
Marlfield House Hotel,http://www.marlfieldhouse.com,+353(0)539421124,-6.27521512,52.66874912,Wexford,Gorey,Republic of Ireland,Hotel,2,243
